Frank Baker,frank_baker,Image of frank_baker,frank_baker.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/f183b396-e558-40ed-f28b-863312178700/public
Sam Crawford,sam_crawford,Image of sam_crawford,sam_crawford.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/8070e69f-0d62-4e76-5681-00270accae00/public
Eddie Collins,eddie_collins,Image of eddie_collins,eddie_collins.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/4ca72be6-50c1-4c25-e2aa-f00bb05e3c00/public
Nap Lajoie,nap_lajoie,Image of nap_lajoie,nap_lajoie.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/5feb8460-f431-491e-796a-be232862ea00/public
Ty Cobb,ty_cobb,Image of ty_cobb,ty_cobb.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/8ff8af8a-0637-4c16-cac9-dac4cf4da000/public
Home Run Baker,home_run_baker,Image of home_run_baker,home_run_baker.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/5f96a464-cbfe-4051-bca9-e71649fd3900/public
Jack Coombs,jack_coombs,Image of jack_coombs,jack_coombs.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/48fd11b5-0c5f-4c38-c03f-cd67e4880800/public
Joe McGinnity,joe_mcginnity,Image of joe_mcginnity,joe_mcginnity.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/52ebb9b7-bb09-4e85-4bc5-3cfe96a55300/public
Walter Johnson,walter_johnson,Image of walter_johnson,walter_johnson.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/1cb6aed1-a27a-4ffa-6539-73f1d1191900/public
Mordecai Brown,mordecai_brown,Image of mordecai_brown,mordecai_brown.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/e69cb530-6cc1-400e-cca1-428b68729500/public
Harry Heilmann,harry_heilmann,Image of harry_heilmann,harry_heilmann.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/7e564424-e248-44be-9402-4786ad8fa700/public
Red Faber,red_faber,Image of red_faber,red_faber.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/5c7d5376-eee3-4ec5-31ce-77d535a41200/public
Honus Wagner,honus_wagner,Image of honus_wagner,honus_wagner.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/ae3633c7-ebec-4347-cbb9-516b8409e200/public
Shoeless Joe Jackson,shoeless_joe_jackson,Image of shoeless_joe_jackson,shoeless_joe_jackson.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/6c45238d-865b-4b20-3b01-df938fc32500/public
Eddie Cicotte,eddie_cicotte,Image of eddie_cicotte,eddie_cicotte.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/4b75d10d-d7b3-4a66-cc87-98a8e17df600/public
Christy Mathewson,christy_mathewson,Image of christy_mathewson,christy_mathewson.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/e21eada3-f9d1-411d-69e9-f5337d645200/public
Eddie Plank,eddie_plank,Image of eddie_plank,eddie_plank.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/780db2f1-eca3-4d25-338d-8d5e6786c100/public
Bob Feller,bob_feller,Image of bob_feller,bob_feller.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/0366727b-ff5d-415b-eeb2-173d2f3fc000/public
