Howie Morenz,howie_morenz,Image of howie_morenz,howie_morenz.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/38f48f75-c990-4e61-0164-ac584175e500/public
George Hainsworth,george_hainsworth,Image of george_hainsworth,george_hainsworth.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/93561f19-4327-4248-b9ce-5bffb45d8c00/public
Nels Stewart,nels_stewart,Image of nels_stewart,nels_stewart.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/153dc119-f4ac-46c0-ac78-935a26f17b00/public
Lionel Conacher,lionel_conacher,Image of lionel_conacher,lionel_conacher.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/9c03a3d6-4ea0-4cbc-2eb9-a43b28278400/public
Frank Nighbor,frank_nighbor,Image of frank_nighbor,frank_nighbor.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/476f4926-9fe5-4d45-05fc-55e3f17cbc00/public
Sprague Cleghorn,sprague_cleghorn,Image of sprague_cleghorn,sprague_cleghorn.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/ab3d5b8e-4128-418f-957a-bf2257229000/public
Joe Primeau,joe_primeau,Image of joe_primeau,joe_primeau.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/d933248d-2bec-477d-0e70-4b902ac8fa00/public
Bun Cook,bun_cook,Image of bun_cook,bun_cook.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/7fd72bd7-8d03-41ca-d225-44e7470a1100/public
Georges Boucher,georges_boucher,Image of georges_boucher,georges_boucher.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/45341e77-8e03-4032-744e-4685bbc5da00/public
Eddie Shore,eddie_shore,Image of eddie_shore,eddie_shore.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/f0ee67eb-278a-444e-2458-d6325c2c3300/public
Cy Denneny,cy_denneny,Image of cy_denneny,cy_denneny.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/25d6ac9a-5fc0-47c6-b406-28e6b9dff100/public
Aurel Joliat,aurel_joliat,Image of aurel_joliat,aurel_joliat.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/be365fe5-a269-44bd-57da-33ecf3a35700/public
Eddie Gerard,eddie_gerard,Image of eddie_gerard,eddie_gerard.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/6a0f929b-180a-4889-9ec5-40668ffe6200/public
Ching Johnson,ching_johnson,Image of ching_johnson,ching_johnson.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/8a1dc537-6c10-4455-31cc-6f00a7025500/public
Roy Worters,roy_worters,Image of roy_worters,roy_worters.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/216abfbe-b52d-4732-b023-9123b4f2b300/public
Frank Boucher,frank_boucher,Image of frank_boucher,frank_boucher.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/6148b4c1-4a27-483e-2acc-bf08f697a900/public
Georges Vezina,georges_vezina,Image of georges_vezina,georges_vezina.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/b1bfa0c1-b5d7-41d8-b2bd-ae4094462a00/public
King Clancy,king_clancy,Image of king_clancy,king_clancy.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/4810a3cb-6d10-45cc-9d2e-550de9e03600/public
Tiny Thompson,tiny_thompson,Image of tiny_thompson,tiny_thompson.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/6a3d05b6-6895-4795-e274-01faace85900/public
Clint Benedict,clint_benedict,Image of clint_benedict,clint_benedict.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/b7f5e594-5fbc-4204-2f3c-c2d9ddd26e00/public
Bill Cook,bill_cook,Image of bill_cook,bill_cook.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/58f5cffe-739b-4486-fbda-d81df262ab00/public
Red Dutton,red_dutton,Image of red_dutton,red_dutton.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/06656423-5bc2-4cc9-1682-346b4e094d00/public
Jack Adams,jack_adams,Image of jack_adams,jack_adams.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/634b9dd3-5fae-4ab3-384a-e468b8cb0500/public
Hap Day,hap_day,Image of hap_day,hap_day.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/b4260b27-9f5c-47c0-f152-609c914db800/public
Frank Foyston,frank_foyston,Image of frank_foyston,frank_foyston.png,https://imagedelivery.net/CSGzrEc723GAS-rv6GanQw/a5933270-05cf-46e4-4f23-7a279a6fb400/public
